Sale_ID,Date_Sold,Address,City,State,ZIP_Code,Bedrooms,Bathrooms,Square_Feet,Lot_Size_acres,Year_Built,Sale_Price,Listing_Price,Agent_Name,Agency
HS100762,2023-02-08,"89025 Garcia Center Suite 228, West Aaron, AL 14234",Marcusland,OR,63512,5,2,2760,1.98,1957,881868,482941,Jasmine Clayton,Shaffer Group
HS100763,2023-02-11,"9816 Cannon Road Suite 392, South Dennisborough, NV 41214",Gonzalezfort,SD,71878,5,2,3535,0.55,2008,585857,583484,Bryce Phillips,Davis Group
HS100764,2024-06-20,"PSC 8249, Box 7274, APO AA 13394",South Jamesmouth,MI,51854,2,2,2769,1.11,2008,456245,93459,Chelsea Jennings,"Thompson, Rangel and Jacobson"
HS100765,2020-12-22,"691 Jessica Ports Apt. 696, Lawrenceberg, TN 08534",Port Christopherton,ID,34357,4,3,2167,1.34,1962,72490,661533,Elizabeth Park,Bell-Lang
HS100766,2024-11-04,"487 Williams Flat Suite 058, East Morganton, SC 55521",Brandonbury,HI,14176,2,2,1845,1.32,1988,882307,572829,Andrew Gonzales,"Clark, Ross and Marshall"
HS100767,2021-06-23,"092 Stephanie Coves, North Amy, DC 52916",North John,RI,50303,5,2,4302,1.17,1977,544080,653151,Tammy Reed,Hanson Inc
HS100768,2021-03-23,"0468 Jones Bridge Suite 299, Maryshire, NC 93850",New Ashleyburgh,SC,37718,5,3,638,1.58,2010,842299,959638,Laura Dawson,"Reynolds, Vasquez and Anderson"
HS100769,2021-09-02,"86024 Murray Inlet Apt. 110, New Meagan, VA 92609",Greenfurt,MO,31614,1,1,3144,0.49,1965,655108,824751,Ashley Holder DVM,"Martinez, Hernandez and Johnson"
HS100770,2023-02-25,"5357 Mata Knoll, East Jenniferville, NM 71580",South Tiffany,AL,45279,5,3,1379,1.48,1951,411659,413154,Crystal Obrien,Williams-Porter
HS100771,2024-09-30,"81430 Trevor Alley Apt. 520, Dayville, LA 12321",Norriston,IL,86218,1,1,1856,1.28,1966,321265,82769,Kevin White,"Ferrell, Jefferson and Velasquez"
HS100772,2024-10-01,"3771 Paul Stravenue Suite 523, Robertmouth, AL 23225",Youngfurt,OK,17421,4,3,3590,1.8,1979,51539,419673,Stephen Davis,"Flores, Cherry and Ford"
HS100773,2021-11-06,"611 James Villages, Milesview, KY 23044",South Annetteberg,MO,26476,2,3,4201,1.71,1962,460243,830721,Angela Jordan,"Cruz, Stewart and Burnett"
HS100774,2022-11-16,"7926 Brown Extensions, South Erinshire, PA 51466",Port Danaberg,DC,82596,2,2,2796,0.7,1962,439546,74700,Brittany Rodgers,"Davis, Robbins and Edwards"
HS100775,2023-08-16,"2718 Christopher Turnpike, Evansstad, OR 19750",Port Kennethberg,WV,17887,1,1,4068,0.62,1992,910661,821152,Steven Cross,"Miller, Russo and Martin"
HS100776,2022-04-29,"USNV Sloan, FPO AP 41310",Caldwellmouth,MA,71931,2,2,3669,1.97,1970,976425,785716,Dennis Hill,"West, Carlson and Reed"
HS100777,2021-07-16,"2160 Drew Heights, Lindatown, TX 71603",Port Anna,NJ,68706,5,1,3308,1.1,2004,362579,281237,Robert Johnson,Collier-Chavez
HS100778,2021-08-22,"58882 Costa Pine, New Susanhaven, IL 05092",Paultown,AK,37486,3,3,4309,1.82,1989,565584,841701,Tina Watson,Meadows-Clark
HS100779,2023-05-08,"249 Ford Flats, Lake Kennethton, IN 17997",Port Ashley,ID,00778,1,3,2527,0.41,1964,977814,958063,Sean Williams,Lucero-Zavala
HS100780,2023-09-13,"5840 Ward Stravenue, Lake Lisa, CO 43185",Sarahchester,MD,52172,2,1,901,1.32,2001,113965,356024,Meredith Gonzales,Jackson-Johnson
HS100781,2024-06-23,"844 Loretta Shoal, West Kyle, NY 94123",Bradleyland,NJ,18826,1,2,4031,1.64,2002,565249,164003,Mariah Bates,Swanson Inc
HS100782,2024-04-09,"88144 Goodwin Mills Apt. 303, Lake Lisaport, IL 78245",South Sharonview,NE,84595,1,2,2885,1.9,2001,423192,189392,Craig Joseph,"Smith, Aguilar and Berry"
HS100783,2021-08-07,"Unit 9464 Box 3291, DPO AE 08045",Petersonmouth,WA,98895,3,2,1246,0.74,1979,932876,99589,Travis Moore,Evans LLC
HS100784,2020-08-23,"USNV Watson, FPO AE 41496",East James,NV,37111,5,2,1262,1.48,1982,382066,300606,Kelly Ellis,Howard-Gonzalez
HS100785,2022-12-01,"223 Carpenter Road Apt. 350, North Jackstad, HI 67328",Martinbury,ND,50282,1,3,2883,1.12,2006,147799,781636,Robert Robinson,Wallace-Diaz
HS100786,2021-05-22,"07969 Phillips Ridges, New Jeremytown, VA 24397",East Abigailmouth,MO,02270,2,3,2359,0.22,2001,143948,610185,William Ortiz,Chaney Ltd
HS100787,2020-08-19,"777 Scott Plaza Apt. 903, Jacobhaven, KS 11934",Morrisbury,GA,38218,4,3,2850,1.41,1958,526055,239637,Nicholas Mendoza,Walter-Perry
HS100788,2023-05-22,"670 Walls Mall, Daviesmouth, ID 75315",New Scott,MI,82104,1,3,855,1.41,2003,193314,736290,Tiffany Adams,"Holland, Lee and Moore"
HS100789,2023-09-04,"10914 Jacob Points, Jeffreychester, MD 55739",South Bryanburgh,AZ,14907,1,3,1197,1.87,1950,298099,762593,Mrs. Elizabeth Patel,"Mahoney, Woodard and Estrada"
HS100790,2024-03-01,"8629 White Canyon Apt. 569, Harrisshire, NE 18580",East Andreaborough,UT,49143,3,2,1261,1.04,1993,845379,263893,Amy Meyer,"Wagner, Nicholson and Kim"
HS100791,2024-07-24,"PSC 0674, Box 8546, APO AE 75736",East Bryan,VA,46692,5,2,834,0.54,1958,817610,850812,Patrick Owens,"Maldonado, Conway and Griffin"
HS100792,2021-12-12,"38345 Stephanie Glen Apt. 357, Grayberg, MT 70502",Howellchester,CA,40905,4,2,1968,0.18,1981,776826,782256,Samantha Peterson,"Gaines, Stone and Lewis"
HS100793,2020-10-26,"9366 Elizabeth Pike, Lake Andrewside, MO 99428",Adamsbury,GA,35605,2,2,3181,0.89,1964,809066,120934,James Santos,Gonzales-Garcia
HS100794,2024-12-10,"516 Fowler Rapid, Floresview, NM 98044",Christyport,MN,61178,4,3,3507,0.67,1961,305821,630118,Charles Monroe,Dixon Group
HS100795,2021-09-22,"PSC 9575, Box 8163, APO AE 75973",Emmastad,TN,72156,2,3,4468,1.55,2006,767176,317673,Jimmy Wheeler,Glover-Campbell
HS100796,2020-09-24,"037 Laura Extensions, North Jerryborough, PA 38448",Lake Christyport,NJ,75393,5,3,4452,0.77,1957,360929,826652,Amber Green,Wheeler Inc
HS100797,2024-12-23,"50146 Richardson Falls Apt. 844, New Jill, KY 54430",Sheltonberg,MA,69782,2,1,4137,1.9,2021,956395,406742,Erin Olson,"Hernandez, Lambert and Cross"
HS100798,2025-01-13,"265 Caldwell Course, West Steven, CT 95230",Courtneyberg,LA,45189,3,2,1369,1.93,1976,836939,807582,Roy Blake,"Jones, King and Howe"
HS100799,2022-01-20,"3551 Lara Route, Krystalborough, TX 69930",North Jackson,MO,41205,3,2,3188,1.28,2011,510188,132987,William Galvan,"Pearson, Gibbs and Foster"
HS100800,2024-06-07,"400 Tammy Parkway, Lake Jose, OH 53962",South Edwin,WV,58333,3,3,812,1.86,1961,732511,623466,Kayla Shelton,Hoover-Banks
HS100801,2022-04-17,"855 Zachary Mountains, Perkinsville, GA 12800",Collinsshire,ND,55687,3,2,1062,1.55,2014,61618,188009,Amanda Gomez,Munoz-Robertson
HS100802,2020-09-24,"051 Melissa Glens, North Emilyfort, CA 19495",Nortonview,RI,81601,4,2,3083,1.14,1991,386430,434096,Kevin Kirby,"Blair, Oneill and Scott"
HS100803,2024-10-21,"84447 Kimberly Rapids, Jamesstad, MA 20184",West Juanfort,VA,16548,5,3,882,0.44,2011,328266,614174,Paul Frank,Edwards and Sons
HS100804,2025-01-02,"5943 Lori Trail Suite 850, Lake Ana, RI 96905",Terryport,FL,33298,2,1,4233,0.97,1960,712714,623987,Amanda Stone,Sanders Ltd
HS100805,2025-07-10,"425 Sanders Underpass, East Jonshire, VT 65763",North Mitchellville,TX,33229,2,1,4278,1.17,1992,946030,650684,Sandra Lane,Wagner-Watson
HS100806,2021-02-19,"50945 Charles Key Apt. 483, Lake Alyssachester, TN 51064",Monicafort,GA,53632,3,1,2086,1.74,1966,998483,664966,Brittany Vaughan,"Sutton, Murphy and Esparza"
HS100807,2024-04-18,"59515 Brown Isle Suite 585, South Robertmouth, AL 64997",Port Logan,OK,34567,3,3,2030,1.01,1981,660724,599567,Jamie Richardson,"Schroeder, Mckee and Jones"
HS100808,2022-01-25,"Unit 0556 Box 5493, DPO AP 59792",Lake Krystalmouth,KS,63585,1,2,687,1.81,1989,260448,481322,Megan Hansen,Villa and Sons
HS100809,2023-11-20,"18817 Palmer Plain Suite 691, Tracystad, WV 93538",New Heathermouth,MN,56427,5,3,1667,1.38,1972,545919,160776,Steven Baker,"Murphy, Valenzuela and Little"
HS100810,2025-03-25,"610 Elizabeth Stream, West Jessica, HI 04084",Robynfurt,MS,84845,4,3,1060,0.36,2005,186109,675732,Madison Holland,Collins-Clarke
HS100811,2024-06-10,"62346 Ronald Squares, East Sarah, CT 91639",Sandershaven,LA,36449,2,2,2925,1.99,1955,78633,418444,David Carter,Deleon Group
HS100812,2022-11-10,"4924 Lisa Shore Apt. 123, West Amandaport, MT 34888",Davidmouth,WY,35567,1,1,4354,1.1,1999,860927,163793,Brian Spencer,Burke Ltd
HS100813,2023-06-27,"00548 Sheila Grove Apt. 884, Santiagomouth, CA 84600",Hughestown,WY,03813,1,1,3068,0.84,1986,900982,428422,Kayla Combs,"Hernandez, Webb and Coleman"
HS100814,2020-10-13,"84119 Johnston Estates Apt. 394, Wandahaven, WV 44841",North Kellyville,OH,27731,2,3,2324,1.35,2013,262456,260809,David Sanchez,Gonzalez PLC
HS100815,2021-05-09,"0953 Angela View Suite 829, Jenniferbury, NH 69684",Leonardhaven,ND,86353,4,1,1976,0.31,2003,348627,221616,Erin Watkins,"Pacheco, Potter and Tapia"
HS100816,2021-01-16,"62003 Brianna Road, Matthewport, NV 34050",East Jason,OK,64280,1,3,3343,1.31,2021,425325,415391,Angela Colon,Jordan Inc
HS100817,2021-06-20,"4116 Munoz Alley Suite 224, South Travis, UT 37311",Garystad,LA,19057,1,3,1114,1.05,1998,516589,292262,Darren Mckinney,Reynolds and Sons
HS100818,2024-08-26,"26732 Rachel Cape Suite 367, Campbellhaven, NJ 11460",Batesbury,NV,99940,5,2,1302,0.87,1960,346213,583285,Greg Fry,Riley-Collins
HS100819,2024-10-14,"72804 Sonya Mill Suite 098, Brandonstad, CT 30975",Mosleyborough,TN,09892,4,2,2253,1.91,1998,188442,156102,David Rogers,"Ward, Montgomery and Stone"
HS100820,2023-02-11,"6272 Olivia Summit Apt. 394, East Adriennemouth, KS 25876",East Rubenton,WI,88222,1,2,2666,1.09,1970,694161,922143,Daniel Daniels,Ellis Ltd
HS100821,2024-07-22,"935 Erik Key, Turnerside, MI 03249",Stephaniehaven,IN,01393,4,3,622,0.52,2015,953275,428189,Walter Butler,"Tucker, Ritter and Holland"
HS100822,2025-03-13,"2966 John Drive, North Jameschester, UT 98651",North Davidstad,AR,33925,2,2,3060,0.97,2012,121947,615148,Mario Trevino,"Armstrong, Strickland and Day"
HS100823,2022-08-08,"795 Brian Key, Kelseyside, MS 91677",Lake Susanshire,NC,32170,3,1,1653,1.85,1977,220205,315369,Ian Ellis,Burton-Walker
HS100824,2023-02-25,"03189 Susan Cape, West Levi, FL 58735",Adamshire,TN,89884,1,1,2430,0.43,1966,801395,684402,Cheryl Joseph,"Cruz, Kennedy and Gonzales"
HS100825,2021-09-24,"17123 Hector Row, Johnburgh, AZ 89465",Maryside,SD,04267,5,3,2755,0.51,1955,145761,687506,Mark Gordon,Lewis Inc
HS100826,2023-01-17,"741 Dawson Orchard, Sandrashire, NV 79802",Knightburgh,KY,10269,2,3,4038,0.12,1968,425897,572070,Chad Stone,Johnson PLC
HS100827,2023-07-08,"0052 Woodard Corners, Port Denise, UT 22578",Wagnertown,KS,63427,4,2,1904,0.13,2005,968196,937196,Kimberly Mckay,"Charles, Smith and Mcmillan"
HS100828,2023-05-08,"8450 Coffey Forks Apt. 179, East Jessicaburgh, NV 61698",Watkinsmouth,MS,41122,2,3,3799,1.68,1977,603214,157041,Joseph Knox,"Hall, Cox and Flores"
HS100829,2021-05-15,"31269 William Extensions, Port Julie, IL 20166",West Jennifer,CA,84951,1,3,3900,1.49,2015,936214,424368,Frederick Ellis,"Bryant, Barr and Olsen"
HS100830,2024-08-22,"431 Rachel Rapid, Oconnellbury, AL 15713",Tonyland,GA,07704,4,1,1734,0.77,1987,154700,375800,Amy Phillips,"Parks, Meyer and Blankenship"
HS100831,2023-11-26,"USCGC Wallace, FPO AE 25800",Edwardsfort,MT,52557,3,1,2783,1.43,1986,386128,495096,Christina Fields,"Huffman, Reese and Wilson"
HS100832,2022-03-31,"Unit 7236 Box 8521, DPO AP 35712",Craigfurt,MD,87164,2,2,961,0.85,2017,486606,766438,Larry Gardner,Green Inc
HS100833,2025-06-03,"3716 Kathleen Dam, North Philliptown, KS 74598",North David,NV,15328,1,3,3857,1.91,1998,623881,531862,Linda Howard,"Mcdonald, Adkins and Shelton"
HS100834,2023-04-09,"451 Ward Shores Apt. 476, New Daniel, ND 34546",Port Michael,CT,80390,5,3,4327,1.94,1992,912041,126290,Jeffrey Davis,Turner-Weaver
HS100835,2025-07-06,"05467 Tanya Vista, Tamarafurt, WV 18095",Randallchester,GA,67711,4,1,4255,0.85,1985,55209,106633,Thomas Kelley,"Smith, Salazar and Torres"
HS100836,2024-05-14,"21909 Martin Key Suite 950, Port Jose, ID 87455",Williamberg,NV,05683,2,3,2776,1.72,2007,700988,863087,Adam Andersen,Perez-Walker
HS100837,2021-12-01,"20382 Contreras Street, Priceland, KS 16980",Blairberg,MN,09387,2,1,2499,1.57,1962,449749,171118,Laura Moore,Mclean-Decker
HS100838,2024-05-28,"5363 Edward Lodge Suite 697, Port Elizabeth, UT 58031",Crystalhaven,AR,32516,3,2,1884,0.69,2001,660885,748961,Manuel Brady,Kline PLC
HS100839,2021-06-21,"885 Taylor Extensions Suite 116, North Michele, PA 20603",Smithburgh,MI,60496,3,1,1114,0.54,2007,319355,53114,Kathleen Matthews,Young-Baker
HS100840,2021-12-22,"PSC 3899, Box 6981, APO AA 29893",Walkerburgh,WY,68091,5,3,1048,0.97,1981,59927,862934,David Herrera,"Barber, Stone and Green"
HS100841,2021-01-04,"4854 Espinoza Plaza Suite 177, East Kristinahaven, NC 17249",Danielport,DE,66299,5,2,2523,1.58,2009,782823,99768,Jordan Martin,"Armstrong, Wood and Tyler"
HS100842,2024-03-04,"3374 Caroline Parkways Suite 460, New Donnahaven, NH 74438",Kaylaland,PA,40964,1,1,3775,1.92,2007,691621,360272,Scott Caldwell,Davis-Coleman
HS100843,2024-01-29,"68496 Mckenzie Fork Suite 929, East Charles, IN 87842",Andrewsbury,NV,85802,1,1,2106,1.55,2005,205666,463244,Andrea Kim,"Harper, Kelley and Hayes"
HS100844,2023-02-01,"32861 Benton Tunnel, New Danielle, WV 29521",Garciatown,WY,44003,5,2,1847,1.72,1977,780212,133123,Christopher Williams,Hall Ltd
HS100845,2023-10-15,"5518 Rodney Meadow Suite 192, Port John, MS 63854",Maryville,NJ,83175,5,2,2455,1.25,1950,258785,682543,Bryan Williams,"Alvarez, Rogers and Carney"
HS100846,2020-08-14,"88792 Graves Hills Suite 569, Fritzport, IN 71685",West Josephtown,IN,77029,4,1,1473,1.69,1991,388526,216405,Karen Singleton,Cruz Group
HS100847,2023-03-18,"44745 Baker Forges Suite 876, New Ambershire, ND 29252",North Jonathantown,MN,21669,3,3,4162,1.59,1997,189005,53174,Amy Mitchell,"Coleman, Black and Griffith"
HS100848,2024-05-14,"PSC 8536, Box 7355, APO AP 97810",Deanberg,AZ,50097,1,1,3120,0.82,1989,678068,167769,Misty Barrett,"Aguilar, Riggs and Braun"
HS100849,2021-02-09,"987 Ross Drive Apt. 540, Jacobmouth, OK 56305",Elizabethton,MN,05463,3,2,3681,1.15,2012,614984,347542,Gabrielle Lewis,Martin LLC
HS100850,2021-03-29,"90352 Shawn Curve Apt. 582, North Amy, MS 70588",New Angela,MS,83456,3,1,2028,1.63,2021,246521,479145,Tina Bartlett DVM,Johnson Inc
HS100851,2023-01-22,"826 Kimberly Turnpike Suite 501, Michellefurt, MO 31832",East Jillview,WV,97596,5,2,2949,0.19,1953,379760,185393,Jennifer Castillo,Johnson-Navarro
HS100852,2021-11-24,"04133 Zimmerman Mills Suite 452, East Danielleside, SC 15321",North Paigeburgh,TN,48060,4,2,2878,1.64,1987,973593,435693,Amber Lloyd,Cuevas-Noble
HS100853,2023-04-24,"52387 Erin Burg, Port Shannonborough, ME 65948",South Heatherburgh,ME,37094,2,3,2354,0.44,1976,499764,801331,Donald Robinson,Roberson-Garcia
HS100854,2021-05-12,"02797 Barron Dale, Cookmouth, KY 51360",Gutierreztown,RI,95853,4,2,1522,1.08,1958,207195,816868,David Harrison,"Carter, Campbell and White"
HS100855,2020-10-04,"97832 Turner Falls Apt. 760, East Claudiashire, HI 47146",East Derrick,SC,36694,4,2,3737,1.64,1965,451013,236493,Anthony Campbell,"Brooks, Jones and Rojas"
HS100856,2024-11-07,"8566 Morton Rapids, Jodifurt, DC 05412",Maryport,TX,49080,3,3,3584,0.58,2005,100013,646923,Renee Smith,"Mccoy, Savage and Fowler"
HS100857,2022-09-28,"113 Alvarado Islands, Port Susanfort, VT 37318",Hartmanton,AR,90239,4,2,2759,0.57,1980,451562,860192,Dana Morales,Gaines PLC
HS100858,2021-04-15,"4261 Rodriguez Centers Suite 892, Reneefurt, KY 16115",Christinaberg,NV,52285,1,3,1636,0.87,1963,266486,978864,Wesley Kelly,Barajas LLC
HS100859,2023-12-08,"48582 Christopher Mills, Anthonytown, OH 98866",Michelleport,WA,48499,3,3,2016,1.8,1974,476888,715673,Brett Sparks,Smith LLC
HS100860,2023-05-29,"521 Pruitt Trail Suite 281, Cantrellmouth, MI 43334",North Dawnburgh,IA,30933,1,2,3147,0.1,1983,460869,967106,George Berg,"Lee, Watson and Williamson"
HS100861,2022-09-04,"60233 Becker Courts, Port Elizabethside, WI 55007",Hernandezfurt,MI,71627,2,2,3579,1.81,2016,885988,817166,Dana Castillo,Gomez-Raymond
HS100862,2021-07-29,"430 Valerie Street Suite 152, New Gregorytown, DE 37524",Jenkinstown,NJ,95638,3,1,3245,0.39,1973,960155,267070,Ronald Johnson,"Williamson, Mason and Collins"
HS100863,2024-03-18,"2084 Sherman Summit Suite 215, Lanceside, DE 32150",West Melissaland,AZ,78146,2,3,2881,1.98,1975,813638,449017,Sherri Moss,"Johnson, Knight and Alvarez"
HS100864,2023-12-22,"364 Tara Crossroad, East Christopher, WI 63033",North Cindy,PA,49405,3,1,3249,1.91,1969,600428,850562,Laurie Martin,Baker-Hawkins
HS100865,2024-12-16,"96811 Lopez Trace, West Vanessaberg, NM 26123",North Douglasfurt,AR,36122,5,2,913,1.04,2013,313328,981775,Darryl Schroeder,Smith-Pennington
HS100866,2021-11-03,"PSC 9569, Box 2624, APO AA 47991",South Davidview,MT,89930,4,1,3213,1.07,1959,477709,459291,Joy Fletcher,"Blake, Henderson and Morgan"
HS100867,2023-12-19,"300 Craig Greens, Anthonyshire, VA 90055",Washingtonhaven,NC,66406,5,3,3683,1.01,2016,730206,545671,Maria Guerrero,"Hayes, Morris and Warner"
HS100868,2024-09-26,"045 Paul Roads, North Maria, NM 57350",Underwoodfort,NY,41353,2,1,2856,1.31,1973,161361,419359,Melissa Villa,Sherman PLC
HS100869,2022-01-03,"736 Alex Keys, East Samanthaview, NC 10723",New Alexandraville,OR,17662,4,3,2597,0.27,1954,727555,200056,Taylor Landry,Montoya-Hernandez
HS100870,2021-04-16,"8900 Harris Gateway Apt. 972, Jasonfurt, CO 15844",South Aprilfurt,AK,13620,3,2,1637,0.16,2016,842038,924527,Patrick Vazquez,Johnson PLC
HS100871,2023-03-10,"45579 Kathryn Forge Apt. 648, Jefferyfurt, NJ 58921",Matthewfurt,WI,59434,4,2,2256,0.21,2007,447172,897374,Frank Waters,Shelton Group
HS100872,2021-09-27,"3460 David Shoals, Jensenmouth, NJ 58910",New Colestad,OR,93724,1,3,4089,0.94,1976,66555,193933,Sara Boyle,Robbins Inc
HS100873,2023-08-01,"60758 Villegas Mill Apt. 560, West Brandon, MS 56731",New Janicefurt,MO,20280,4,2,4108,0.62,1964,574213,148970,Sara Sanchez,Contreras Group
HS100874,2021-08-12,"22425 Clark Road Apt. 021, Blackberg, IL 09589",Judyton,PA,60197,1,2,4048,1.28,1984,664673,132203,Charles Boyer,Erickson PLC
HS100875,2022-09-01,"17383 Robert Mews, Jimenezmouth, NY 69909",East Sheilatown,CO,68900,4,2,3691,1.99,2002,461906,242319,Alexander Martin,Wheeler LLC
HS100876,2020-11-20,"090 Ross Route Apt. 018, Johnfort, PA 51053",Jasonfurt,WA,11854,1,2,3234,0.83,1993,370646,250173,Maria Ortiz,"Young, Werner and Briggs"
HS100877,2020-12-29,"539 Robert Summit Apt. 506, New Phillipstad, VA 48358",Lake Rogertown,NM,66113,2,3,2378,1.19,1975,305658,551946,Cynthia Contreras,Mills Ltd
HS100878,2024-08-21,"07437 Hardy Curve, Lake Faithton, UT 90910",Ryanbury,CO,79846,5,1,4406,0.89,1996,492065,726337,Joanna Strong,Walton-Gardner
HS100879,2022-05-09,"1291 Johnson Pine Suite 813, New Lynnville, MA 61679",Kingport,VT,80448,3,1,1614,1.71,1983,731707,493833,Casey Hernandez,Mahoney-Collins
HS100880,2022-07-23,"9459 Kevin Stream Suite 981, Lake Brianmouth, VA 74433",West Teresa,SD,64242,4,2,1693,1.81,1999,804085,267726,Allen Gardner,Flores-Norris
HS100881,2021-02-09,"5205 Garrison Land Suite 209, Toddside, WV 06488",North Anthonystad,OH,77066,5,1,4495,1.77,1961,153844,924609,Robert Alvarez,Hampton Inc
HS100882,2021-04-18,"52742 Jose Fords, Myersmouth, ND 25587",Flemingtown,VT,31508,3,1,3882,1.95,1953,141321,647190,Charles Thomas,Martin-White
HS100883,2020-09-06,"13267 Peters Mount Suite 067, North Morganmouth, GA 32688",South Molly,GA,52255,3,2,1724,0.15,1997,885488,142172,Thomas Sosa,Freeman Inc
HS100884,2022-02-21,"408 Solomon Freeway, New Annemouth, IL 95838",Lake Christopher,PA,79247,1,2,1297,1.7,2004,769211,720990,Dana Jackson,Hall-Hanson
HS100885,2022-12-12,"78740 Thornton Port, Taylortown, NY 94692",West Christopher,FL,08353,2,1,2779,1.53,1950,148234,594344,Crystal Preston,"Villegas, Shields and Hawkins"
HS100886,2022-08-14,"64422 Mason Estate Suite 876, Waltersstad, GA 32713",West Marcside,AL,74711,2,3,4294,0.53,2015,524718,188454,Karen Gordon,"Brown, Scott and Brock"
HS100887,2024-11-05,"954 Myers Harbor, Frederickchester, CO 96271",Port Madisonberg,MI,20971,5,2,2004,1.92,1979,801993,105739,Latoya Thompson,Brown Ltd
HS100888,2023-06-08,"5175 Cohen Flat, Cynthiaburgh, CO 63491",Marktown,TN,43526,2,3,1755,0.38,1952,775571,918117,Steven Tate,Odonnell-Horn
HS100889,2022-02-18,"3809 Tara Spurs, Maxwellchester, MN 71330",Bennettchester,OR,54327,4,1,1643,1.39,1970,878282,98639,Jeffrey Durham,"Johnson, Gonzales and Gonzalez"
HS100890,2025-05-02,"6370 John Plain, Pearsonmouth, AL 71533",Port Kristen,VA,09407,2,2,2529,0.53,1998,521761,503054,Steven Gutierrez,Barber Ltd
HS100891,2020-10-18,"USCGC Lee, FPO AE 95625",New Amandaside,OH,77797,5,3,3183,0.92,2011,339987,489257,Gerald Lopez,Branch-Bell
HS100892,2021-10-13,"298 Michelle Spur Apt. 693, East Danielbury, HI 26645",Tylerton,GA,57696,2,2,1613,1.47,1987,374464,837424,Mary Henderson,"Garcia, Gaines and Hoffman"
HS100893,2021-05-22,"2027 Gregory Ferry Apt. 974, West Tiffanymouth, IA 44845",North John,WI,73657,4,1,826,1.17,1964,604081,646682,Dana Woods,"Tran, Torres and Schmidt"
HS100894,2021-05-13,"850 Hoffman Prairie, New Erinview, MT 79167",Griffinmouth,WV,96334,1,3,3825,0.91,2001,723217,379801,Laura Turner,Young and Sons
HS100895,2020-12-31,"995 Harris Meadow, Castrotown, CT 18276",Port Sethton,IL,24091,5,1,2428,0.72,1995,69627,863592,Daniel Hill,"Greene, Hicks and Perkins"
HS100896,2022-03-18,"Unit 0494 Box 1459, DPO AP 02065",East Tinatown,WY,18072,1,1,4413,1.7,1974,373966,881588,Derek Byrd,Cook and Sons
HS100897,2023-12-27,"89707 Francis Ranch, New Kaitlyn, OR 98716",Port Harold,HI,24721,1,2,2092,0.37,1970,527317,232447,Erika Hernandez,Castaneda Inc
HS100898,2023-08-19,"96500 Butler Orchard, Smithbury, NY 19381",Timothyberg,SC,60384,1,3,1421,0.92,1954,272633,398586,Heather Ford,Williamson LLC
HS100899,2022-01-16,"356 Stacey Wells, Rodriguezland, NH 11959",Port Justinstad,GA,70282,3,1,2623,1.82,2019,367942,724932,Virginia Alvarez,"Stokes, Greene and Robinson"
HS100900,2023-08-04,"353 Scott Alley, Port Nicoleport, KS 47864",Mcclainville,NH,54350,3,1,1470,1.71,1996,798728,430069,Hector Howard,Cooley Inc
HS100901,2024-08-11,"37875 Kevin Hollow, Bruceborough, TX 05845",New Sharon,OR,90918,1,3,3052,0.86,2017,749476,54136,Christopher Hill,"Harper, Wang and Wilson"
HS100902,2022-01-03,"USNV Kennedy, FPO AA 61071",Longmouth,ND,34307,5,1,2849,1.55,1967,387462,111868,Nicholas Mendoza,Gates Inc
HS100903,2023-04-03,"Unit 5668 Box 2934, DPO AA 44172",West Joshua,TX,05964,4,1,2685,1.66,1970,416330,394407,Lynn Wright,Carter Group
HS100904,2023-03-05,"41779 Turner Bypass, Lake Gina, TN 14494",New Brianport,IL,87083,4,3,3589,1.79,1972,832479,868599,Ashley Moore,"Thornton, Foley and Dominguez"
HS100905,2024-07-15,"PSC 0259, Box 7031, APO AA 64109",West John,HI,48237,2,3,2395,1.13,2013,400046,160957,Teresa Wall,"Hoffman, Clark and Frank"
HS100906,2022-02-24,"PSC 0924, Box 2556, APO AA 96764",South Jimmy,SD,40589,5,3,787,0.49,2016,471773,589767,Erik Powers,Kirby-Miller
HS100907,2023-02-15,"28985 Craig Circle Suite 099, East Crystal, IN 56793",Baileyberg,MA,39519,3,3,1680,0.59,1989,383478,169392,David Williams,"King, Tyler and Ewing"
HS100908,2023-05-09,"4997 Anderson Loaf, Pedrofort, DC 57071",Darrellshire,WA,22611,1,2,1540,0.66,1959,518379,736736,Benjamin Whitehead MD,Kaufman Ltd
HS100909,2020-12-21,"32667 Meghan Ways, East Derek, AZ 29355",Lake Maryport,AR,11614,2,3,3691,1.23,2001,418863,710183,Jenna Summers,"Garza, Jones and Ramirez"
HS100910,2023-09-25,"3423 Andrea Motorway Apt. 552, South Jeremyland, CA 78874",Port Tonyfurt,IA,00793,4,2,2920,0.16,2021,173099,830516,Jamie Rivera,Washington-Clark
HS100911,2023-01-13,"4253 May Crossing Apt. 864, Michellemouth, MA 13671",West Jamesview,DC,11805,3,2,3790,1.31,2010,783362,251528,Christopher Wilson,Herrera-Smith
HS100912,2023-05-17,"4039 Taylor Squares Apt. 978, West Reginahaven, MD 68107",North Rebeccaburgh,MS,03172,3,2,3230,0.79,2013,747974,856017,Kathy Parker,Garcia-Deleon
HS100913,2021-05-02,"194 Cox Vista Suite 840, New Briantown, ME 09972",Simontown,SC,12741,1,1,3163,0.66,1954,324864,284847,Eugene Baldwin,Alvarez Inc
